ranking,name,review_counts,url,phone,address,review_stars
,"            Shang Noodle House
        ",22,https://www.yelp.ca/biz/shang-noodle-house-richmond?search_key=50238,"        (604) 238-3388
    ","             8033 Saba Road Unit 130 Richmond ,  BC   V6Y 4M8 
        ",3.5
,"            Chef Liu Kitchen
        ",4,https://www.yelp.ca/biz/chef-liu-kitchen-richmond?search_key=50238,,"             8260 Westminster Hwy Richmond ,  BC   V6X 1A7 
        ",4.0
,"            Dinesty Dumpling House
        ",46,https://www.yelp.ca/biz/dinesty-dumpling-house-richmond?search_key=50238,"        (604) 303-9998
    ","             Aberdeen Mall 4151 Hazelbridge Way, Suite 2788 Richmond ,  BC   V6X 0A4 
        ",2.5
,"            Spicy Szechuan
        ",7,https://www.yelp.ca/biz/spicy-szechuan-richmond?search_key=50238,"        (604) 276-9788
    ","             8151 Anderson Rd Ste 100 Richmond ,  BC   V6Y 
        ",3.5
,"            Moutai Plus
        ",10,https://www.yelp.ca/biz/moutai-plus-richmond?search_key=50238,"        (604) 233-6981
    ","             8101 Park Rd Richmond ,  BC   V6Y 1S8 
        ",3.0
,"            Wing Kee Restaurant
        ",16,https://www.yelp.ca/biz/wing-kee-restaurant-richmond?search_key=50238,"        (604) 270-1825
    ","             8260 Granville Ave Richmond ,  BC   V6Y 1P3 
        ",2.5
,"            Grand Honour Restaurant
        ",22,https://www.yelp.ca/biz/grand-honour-restaurant-vancouver?search_key=83514,"        (604) 263-3983
    ","             5701 Granville Street Vancouver ,  BC   V6M 4J7 
        ",3.0
,"            M & W Food Kitchen
        ",3,https://www.yelp.ca/biz/m-and-w-food-kitchen-richmond?search_key=33161,"        (604) 233-1162
    ","             2188 - 8700 McKim Way Richmond ,  BC   V6X 3Z7 
        ",3.5
,"            Taiwan Taipei Original Pot
        ",6,https://www.yelp.ca/biz/taiwan-taipei-original-pot-richmond?search_key=33161,"        (778) 297-9777
    ","             8580 Alexandra Road Suite 1160 Richmond ,  BC   V6X 4B3 
        ",3.5
,"            Northern Chinese Countryside Restaurant
        ",7,https://www.yelp.ca/biz/northern-chinese-countryside-restaurant-richmond?search_key=33161,"        (604) 304-3293
    ","             4200 Number 3 Road Suite 140 Richmond ,  BC   V6X 2C4 
        ",3.0
,"            Shanghai Wonderful Restaurant
        ",17,https://www.yelp.ca/biz/shanghai-wonderful-restaurant-richmond-2?search_key=33161,"        (604) 278-8829
    ","             9260 Bridgeport Road Richmond ,  BC   V6X 1S1 
        ",3.0
,"            Richport Chinese Restaurant
        ",6,https://www.yelp.ca/biz/richport-chinese-restaurant-richmond?search_key=33161,,"             11600 Bridgeport Road Suite 2 Richmond ,  BC   V6X 1T2 
        ",3.0
,"            Lai Taste
        ",5,https://www.yelp.ca/biz/lai-taste-richmond?search_key=33161,"        (604) 339-6263
    ","             1240 - 4380 No 3 Road Richmond ,  BC   V6X 2C4 
        ",3.5
,"            Rainbow Cafe
        ",13,https://www.yelp.ca/biz/rainbow-cafe-richmond?search_key=33161,"        (604) 276-0888
    ","             4380 No. 3 Road Richmond ,  BC   V6X 2C4 
        ",3.0
,"            Tin Tin Kitchen
        ",5,https://www.yelp.ca/biz/tin-tin-kitchen-richmond?search_key=33161,"        (604) 273-1319
    ","             Parker Place Mall 4380 No 3 Rd Richmond ,  BC   V6X 2C3 
        ",3.5
,"            MaThai Hotpot Restaurant
        ",14,https://www.yelp.ca/biz/mathai-hotpot-restaurant-richmond?search_key=33161,"        (604) 285-6228
    ","             8391 Alexandra Road Suite 1150 Richmond ,  BC   V6X 1C3 
        ",3.5
,"            HML Seafood Restaurant
        ",42,https://www.yelp.ca/biz/hml-seafood-restaurant-richmond-2?search_key=33161,"        (604) 270-8888
    ","             5890 No 3 Rd Ste 200 Richmond ,  BC   V6X 3P6 
        ",2.5
,"            Lai Leung Kee Noodle House
        ",2,https://www.yelp.ca/biz/lai-leung-kee-noodle-house-richmond?search_key=15133,"        (604) 247-8893
    ","             4540 Minoru Boulevard Richmond ,  BC   V6X 4B1 
        ",3.5
,"            Ken’s Chinese Restaurant
        ",35,https://www.yelp.ca/biz/kens-chinese-restaurant-vancouver?search_key=83514,"        (604) 873-6338
    ","             1097 Kingsway Vancouver ,  BC   V5V 
        ",3.0
,"            Shoom Restaurant
        ",22,https://www.yelp.ca/biz/shoom-restaurant-vancouver?search_key=83514,"        (604) 568-7797
    ","             6555 Fraser Street Vancouver ,  BC   V5X 3T4 
        ",3.0
,"            Old Xian’s Food
        ",6,https://www.yelp.ca/biz/old-xians-food-richmond?search_key=15133,"        (604) 370-3888
    ","             8580 Alexandra Road Unit 2010, 2nd Floor Richmond ,  BC   V6X 4B3 
        ",3.5
,"            Shanghai Goodies
        ",3,https://www.yelp.ca/biz/shanghai-goodies-richmond?search_key=15133,"        (604) 232-1227
    ","             4311 Hazelbridge Way Richmond ,  BC   V6X 3V7 
        ",3.5
,"            Shun Feng Seafood Restaurant
        ",29,https://www.yelp.ca/biz/shun-feng-seafood-restaurant-richmond?search_key=15133,"        (604) 304-6088
    ","             1425 - 4380 No 3 Rd Richmond ,  BC   V6X 3V7 
        ",3.0
,"            Shun Xin Restaurant
        ",6,https://www.yelp.ca/biz/shun-xin-restaurant-richmond?search_key=15133,"        (604) 278-2703
    ","             8111 Park Road Richmond ,  BC   V6Y 1S8 
        ",3.0
,"            O’Tray Noodle
        ",7,https://www.yelp.ca/biz/o-tray-noodle-richmond?search_key=15133,"        (604) 267-0571
    ","             2285-8181 Cambie Road Richmond ,  BC   V6X 3X9 
        ",4.0
,"            Red Lantern
        ",3,https://www.yelp.ca/biz/red-lantern-richmond-2?search_key=15133,"        (778) 829-8009
    ","             8181 Cambie Road Suite 2265 Richmond ,  BC   V6X 3X9 
        ",3.5
,"            Chef of Dumplings
        ",12,https://www.yelp.ca/biz/chef-of-dumplings-richmond?search_key=15133,,"             4400 Hazelbridge Way Unit 3100 Richmond ,  BC   V6X 
        ",2.5
,"            Yao Sun Loong Kong Chicken
        ",3,https://www.yelp.ca/biz/yao-sun-loong-kong-chicken-richmond?search_key=15133,"        (604) 276-2886
    ","             6340 No 3 Rd Unit 10 Richmond ,  BC   V6Y 2B3 
        ",4.0
,"            Chuan BBQ Restaurant
        ",8,https://www.yelp.ca/biz/chuan-bbq-restaurant-richmond?search_key=15133,"        (778) 297-5577
    ","             8291 Westiminster Highway Suite 130 Richmond ,  BC   V6X 1A7 
        ",3.0
,"            Fortune City Seafood Restaurant
        ",25,https://www.yelp.ca/biz/fortune-city-seafood-restaurant-vancouver?search_key=44020,"        (604) 255-0008
    ","             2800 E 1st Avenue Suite 302 Vancouver ,  BC   V5K 4X7 
        ",3.5
,"            Choi House Special Chicken
        ",1,https://www.yelp.ca/biz/choi-house-special-chicken-richmond?search_key=16660,,"             4540 Number 3 Road Richmond ,  BC   V6X 
        ",5.0
,"            Happy Tree House BBQ
        ",6,https://www.yelp.ca/biz/happy-tree-house-bbq-richmond?search_key=16660,"        (604) 276-1616
    ","             8171 Alexandra Road Suite 105 Richmond ,  BC   V6X 1C3 
        ",3.0
,"            Big Finger Tea Room
        ",3,https://www.yelp.ca/biz/big-finger-tea-room-richmond?search_key=16660,"        (604) 232-0900
    ","             4611 No 6 Road Suite 180 Richmond ,  BC   V6V 2L3 
        ",3.5
,"            Guangdong Flavor Fast Food
        ",3,https://www.yelp.ca/biz/guangdong-flavor-fast-food-richmond?search_key=16660,"        (604) 278-4078
    ","             8260 Westminster Highway Richmond ,  BC   V6X 3Y2 
        ",4.0
,"            Delicious Dim Sum
        ",1,https://www.yelp.ca/biz/delicious-dim-sum-richmond?search_key=16660,"        (604) 276-8853
    ","             8291 Ackroyd Road Richmond ,  BC   V6X 3K5 
        ",5.0
,"            Bubble Waffle Cafe
        ",13,https://www.yelp.ca/biz/bubble-waffle-cafe-richmond-6?search_key=16660,"        (604) 284-2444
    ","             5300 Number 3 Road Suite 1025 Richmond ,  BC   V6X 2C7 
        ",3.5
,"            Smart N Save Cafe
        ",8,https://www.yelp.ca/biz/smart-n-save-cafe-richmond?search_key=16660,,"             7080 River Road Suite 202 Richmond ,  BC   V6X 1X5 
        ",4.0
,"            K D Restaurant
        ",8,https://www.yelp.ca/biz/k-d-restaurant-richmond?search_key=16660,"        (604) 285-2238
    ","             4380 Number 3 Road Suite 1190 Richmond ,  BC   V6X 3V7 
        ",3.5
,"            Rose Garden Restaurant
        ",18,https://www.yelp.ca/biz/rose-garden-restaurant-vancouver?search_key=44020,"        (604) 451-8738
    ","             3415  Kingsway Vancouver ,  BC   V5R 5L3 
        ",4.0
,"            Imperial Court Beijing Cuisine
        ",39,https://www.yelp.ca/biz/imperial-court-beijing-cuisine-richmond?search_key=16660,"        (604) 270-6169
    ","             6360 No 3 Road Suite 6 Richmond ,  BC   V6Y 2B3 
        ",3.0
,"            Ningbo Seafood Restaurant
        ",16,https://www.yelp.ca/biz/ningbo-seafood-restaurant-richmond?search_key=16660,"        (604) 800-6677
    ","             4311 Hazelbridge Way Unit 1150 Richmond ,  BC   V6X 1E4 
        ",3.0
,"            Old Ginger
        ",27,https://www.yelp.ca/biz/old-ginger-vancouver?search_key=44020,"        (604) 559-6798
    ","             514 W Broadway Vancouver ,  BC   V5Z 1E9 
        ",3.0
,"            Iron Wok Chinese Express
        ",18,https://www.yelp.ca/biz/iron-wok-chinese-express-vancouver?search_key=44020,"        (604) 228-0777
    ","             2083 Alma Street Suite 255 Vancouver ,  BC   V6R 4N6 
        ",3.0
,"            The Roc Seafood Restaurant
        ",13,https://www.yelp.ca/biz/the-roc-seafood-restaurant-vancouver-5?search_key=40536,"        (604) 568-0338
    ","             5688 Main Street Vancouver ,  BC   V5W 2S7 
        ",3.0
,"            Shanghai Imperial Cuisine
        ",10,https://www.yelp.ca/biz/shanghai-imperial-cuisine-vancouver?search_key=77375,"        (604) 336-6238
    ","             8329 Oak Street Vancouver ,  BC   V6P 4A9 
        ",4.5
,"            Me and Crepe
        ",2,https://www.yelp.ca/biz/me-and-crepe-richmond?search_key=77375,"        (604) 332-0698
    ","             128-8531 Alexandra Road Richmond ,  BC   V6X 1C3 
        ",4.5
,"            Yung Ho Soy Drink
        ",9,https://www.yelp.ca/biz/yung-ho-soy-drink-richmond?search_key=77375,"        (604) 304-3634
    ","             8181 Cambie Road Richmond ,  BC   V6X 3X9 
        ",2.5
,"            Royal Dinner & Dance
        ",2,https://www.yelp.ca/biz/royal-dinner-and-dance-richmond?search_key=77375,"        (604) 720-2288
    ","             8040 Garden City Rd Unit 200 Richmond ,  BC   V6Y 2N9 
        ",2.0
,"            Gokudo Shabu Shabu Restaurant
        ",24,https://www.yelp.ca/biz/gokudo-shabu-shabu-restaurant-richmond?search_key=77375,,"             3779 Sexsmith Road Unit 2133 Richmond ,  BC   V6X 3Z9 
        ",2.5
,"            Copa Cafe
        ",28,https://www.yelp.ca/biz/copa-cafe-richmond?search_key=77375,"        (604) 276-8972
    ","             6200 River Road Suite 105 Richmond ,  BC   V7C 4N1 
        ",3.0
,"            Point Zero Four Fusion
        ",32,https://www.yelp.ca/biz/point-zero-four-fusion-richmond?search_key=77375,"        (604) 278-1213
    ","             8500 Alexandra Road Richmond ,  BC   V6X 1C3 
        ",2.5
,"            Enjoy Cafe 1 Plus1
        ",17,https://www.yelp.ca/biz/enjoy-cafe-1-plus1-richmond?search_key=77375,"        (604) 231-0037
    ","             8171 Westminster Highway Ste 200 Richmond ,  BC   V6X 1A7 
        ",3.0
,"            Sea Fortune Restaurant
        ",7,https://www.yelp.ca/biz/sea-fortune-restaurant-richmond?search_key=77375,"        (604) 273-2028
    ","             8360 Granville Ave Richmond ,  BC   V6Y 1P3 
        ",3.0
,"            I Cafe
        ",40,https://www.yelp.ca/biz/i-cafe-vancouver?search_key=31275,"        (604) 630-0238
    ","             2525 Heather St Vancouver ,  BC   V5Z 3J2 
        ",3.0
,"            Wo’s Chinese
        ",12,https://www.yelp.ca/biz/wos-chinese-vancouver?search_key=31275,"        (604) 323-8093
    ","             8166 Main Street Vancouver ,  BC   V5X 
        ",3.0
,"            Amazing Chinese Cuisine
        ",1,https://www.yelp.ca/biz/amazing-chinese-cuisine-vancouver?search_key=31275,"        (604) 563-2006
    ","             530 Hornby Street Vancouver ,  BC   V6C 3B6 
        ",4.0
,"            Golden Lake Seafood Restaurant
        ",35,https://www.yelp.ca/biz/golden-lake-seafood-restaurant-vancouver?search_key=31275,"        (604) 298-2468
    ","             3555 Hastings Street E Vancouver ,  BC   V5K 2B1 
        ",3.0
,"            5 Loaves 2 Fish Restaurant
        ",2,https://www.yelp.ca/biz/5-loaves-2-fish-restaurant-richmond-2?search_key=85668,"        (604) 244-1128
    ","             9100 Blundell Road Suite 470 Richmond ,  BC   V6Y 3X9 
        ",1.0
,"            Ho Yuen Kee
        ",112,https://www.yelp.ca/biz/ho-yuen-kee-vancouver?search_key=85668,"        (604) 324-8855
    ","             6236 Fraser Street Vancouver ,  BC   V5W 3A1 
        ",4.0
,"            Flo Tea Room 2
        ",17,https://www.yelp.ca/biz/flo-tea-room-2-richmond?search_key=85668,"        (604) 273-0838
    ","             7771 Westminster Hwy Richmond ,  BC   V6X 4J4 
        ",2.5
,"            Swan Kitchen
        ",1,https://www.yelp.ca/biz/swan-kitchen-richmond?search_key=85668,"        (604) 723-7926
    ","             Taikoo Plaza 8888 Odlin Crescent,  2nd Fl Richmond ,  BC   V6X 3Z8 
        ",4.0
,"            Chun Hing
        ",6,https://www.yelp.ca/biz/chun-hing-richmond?search_key=85668,"        (604) 278-3055
    ","             3700 No 3 Road Richmond ,  BC   V6X 3X2 
        ",2.5
,"            Tasty Kitchen
        ",7,https://www.yelp.ca/biz/tasty-kitchen-richmond?search_key=85668,"        (604) 278-8898
    ","             8300 Capstan Way Suite 1226 Richmond ,  BC   V6X 4B5 
        ",3.0
,"            Personal Dinning
        ",2,https://www.yelp.ca/biz/personal-dinning-richmond-2?search_key=85668,"        (604) 278-3303
    ","             2098 - 8700 Mckim Way Richmond ,  BC   V6X 3Z7 
        ",4.5
,"            Chuan Xiang Ju BBQ House
        ",3,https://www.yelp.ca/biz/chuan-xiang-ju-bbq-house-vancouver?search_key=25409,"        (604) 620-9050
    ","             3399 Kingsway Suite 106 Vancouver ,  BC   V5R 5K7 
        ",4.5
,"            Kingspark Steak House
        ",22,https://www.yelp.ca/biz/kingspark-steak-house-richmond?search_key=85668,"        (604) 231-8798
    ","             8291 Westminster Hwy Ste 180 Richmond ,  BC   V6X 1A7 
        ",2.5
,"            Chef Pin
        ",7,https://www.yelp.ca/biz/chef-pin-vancouver?search_key=25409,"        (778) 588-1360
    ","             3293 Kingsway Vancouver ,  BC   V5R 5K4 
        ",4.5
,"            Hot Pot Legend
        ",11,https://www.yelp.ca/biz/hot-pot-legend-richmond?search_key=35017,"        (604) 447-0888
    ","             3779 Sexsmith Road Unit 1123 Richmond ,  BC   V6X 3Z9 
        ",3.0
,"            Cheung’s Chiu Chow Restaurant
        ",9,https://www.yelp.ca/biz/cheungs-chiu-chow-restaurant-richmond?search_key=35017,"        (778) 898-8428
    ","             8391 Alexandra Rodd Suite 2150 Richmond ,  BC   V6X 1C3 
        ",2.0
,"            Smile Diner
        ",31,https://www.yelp.ca/biz/smile-diner-vancouver?search_key=25409,"        (604) 681-9911
    ","             424 W Pender Street Vancouver ,  BC   V6B 1T5 
        ",3.5
,"            Chubby Lamb
        ",23,https://www.yelp.ca/biz/chubby-lamb-richmond?search_key=35017,"        (604) 303-8843
    ","             8391 Alexandra Road Richmond ,  BC   V6X 3W5 
        ",3.0
,"            Captain Wa
        ",2,https://www.yelp.ca/biz/captain-wa-richmond-2?search_key=35017,"        (604) 214-8162
    ","             8260 Westminster Highway Richmond ,  BC   V6X 1A7 
        ",3.5
,"            Little Shan Dong Knife Cut Noodles
        ",1,https://www.yelp.ca/biz/little-shan-dong-knife-cut-noodles-richmond?search_key=35017,,"             8181 Cambie Road Richmond ,  BC   V6X 3X9 
        ",3.0
